,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
11,"frozenset({""'frozen foods'"", ""'baking needs'"", 'fruit', ""'party snack foods'""})","frozenset({""'bread and cake'""})",0.17077388672719412,0.7196281884997838,0.15131863380890617,0.8860759493670886,1.2312968884866782,0.028424931060348185,2.4610414565018965
12,"frozenset({'fruit', ""'baking needs'"", 'margarine', 'vegetables'})","frozenset({""'bread and cake'""})",0.19844357976653695,0.7196281884997838,0.17574578469520102,0.8856209150326797,1.230664569823123,0.03294019086839567,2.4512506948304607
13,"frozenset({""'frozen foods'"", 'fruit', 'juice-sat-cord-ms', 'biscuits'})","frozenset({""'bread and cake'""})",0.18482490272373542,0.7196281884997838,0.16364029399048854,0.8853801169590643,1.2303299552576243,0.03063508405375806,2.4461010084967825
14,"frozenset({""'frozen foods'"", 'fruit', ""'tissues-paper prd'"", 'biscuits'})","frozenset({""'bread and cake'""})",0.17488110678772156,0.7196281884997838,0.15477734543882404,0.88504326328801,1.2298618612106742,0.028927971358338717,2.4389332849857532
15,"frozenset({'fruit', ""'baking needs'"", ""'party snack foods'"", 'biscuits'})","frozenset({""'bread and cake'""})",0.17574578469520102,0.7196281884997838,0.15542585386943364,0.884378843788438,1.228938579563026,0.028954233192753087,2.424917901592298
16,"frozenset({""'frozen foods'"", ""'baking needs'"", 'milk-cream', 'biscuits'})","frozenset({""'bread and cake'""})",0.2014699524427151,0.7196281884997838,0.17812364894076957,0.8841201716738197,1.2285791271141755,0.03314019202728091,2.4195048918351985
17,"frozenset({""'frozen foods'"", 'fruit', ""'party snack foods'"", 'biscuits'})","frozenset({""'bread and cake'""})",0.18828361435365326,0.7196281884997838,0.1664504971897968,0.8840413318025258,1.228469570717478,0.030956300868285408,2.41785987937315
18,"frozenset({""'frozen foods'"", ""'tissues-paper prd'"", 'milk-cream', 'vegetables'})","frozenset({""'bread and cake'""})",0.17228707306528318,0.7196281884997838,0.15218331171638563,0.8833124215809284,1.2274566723440596,0.028200677424485995,2.4027562770502375
19,"frozenset({'fruit', 'cheese', ""'frozen foods'""})","frozenset({""'bread and cake'""})",0.19217466493731086,0.7196281884997838,0.1696930393428448,0.8830146231721034,1.227042849742911,0.03139873333845486,2.39663981176627
20,"frozenset({""'frozen foods'"", 'fruit', 'milk-cream', ""'party snack foods'""})","frozenset({""'bread and cake'""})",0.17358408992650237,0.7196281884997838,0.153264159100735,0.8829389788293899,1.2269377338734628,0.02834815491454251,2.395091113134827
21,"frozenset({'fruit', ""'party snack foods'"", 'vegetables', 'biscuits'})","frozenset({""'bread and cake'""})",0.19520103761348898,0.7196281884997838,0.17228707306528318,0.8826135105204873,1.2264854609996318,0.03181490397420994,2.388450431931088
22,"frozenset({""'frozen foods'"", 'fruit', ""'baking needs'"", 'margarine'})","frozenset({""'bread and cake'""})",0.17617812364894078,0.7196281884997838,0.15542585386943364,0.8822085889570551,1.2259227793677792,0.02864310989465546,2.380239858048708
23,"frozenset({""'frozen foods'"", 'fruit', ""'baking needs'"", 'biscuits'})","frozenset({""'bread and cake'""})",0.2090358841331604,0.7196281884997838,0.1843925637699957,0.8821096173733196,1.2257852478128497,0.033964449139798764,2.3782415940413086
24,"frozenset({""'baking needs'"", 'milk-cream', 'margarine', 'vegetables'})","frozenset({""'bread and cake'""})",0.18482490272373542,0.7196281884997838,0.16299178555987895,0.8818713450292397,1.2254541430175017,0.029986575623148465,2.373444542897868
25,"frozenset({""'frozen foods'"", 'fruit', 'milk-cream', ""'baking needs'""})","frozenset({""'bread and cake'""})",0.20298313878080415,0.7196281884997838,0.17898832684824903,0.8817891373801917,1.2253399067349855,0.03291593839141871,2.3717939729612887
26,"frozenset({'fruit', ""'baking needs'"", 'margarine', 'biscuits'})","frozenset({""'bread and cake'""})",0.17898832684824903,0.7196281884997838,0.15780371811500216,0.8816425120772946,1.225136155262711,0.02899867270258949,2.368855713491621
27,"frozenset({""'frozen foods'"", ""'baking needs'"", ""'tissues-paper prd'"", 'milk-cream'})","frozenset({""'bread and cake'""})",0.17163856463467358,0.7196281884997838,0.15131863380890617,0.8816120906801007,1.225093881491783,0.02780268446415296,2.3682470035231016
28,"frozenset({'fruit', ""'party snack foods'"", 'cheese'})","frozenset({""'bread and cake'""})",0.1733679204496325,0.7196281884997838,0.15283182014699526,0.8815461346633418,1.2250022285829436,0.028071377609851594,2.36692834550709
29,"frozenset({'fruit', ""'tissues-paper prd'"", 'vegetables', 'biscuits'})","frozenset({""'bread and cake'""})",0.18417639429312582,0.7196281884997838,0.16234327712926935,0.8814553990610329,1.224876141801243,0.02980475213968528,2.3651166673087545
30,"frozenset({'fruit', ""'canned vegetables'"", 'biscuits'})","frozenset({""'bread and cake'""})",0.1766104626026805,0.7196281884997838,0.1556420233463035,0.8812729498164015,1.224622609147093,0.0285481560734277,2.3614821649038826
31,"frozenset({'fruit', 'juice-sat-cord-ms', 'vegetables', 'biscuits'})","frozenset({""'bread and cake'""})",0.19066147859922178,0.7196281884997838,0.16796368352788585,0.8809523809523809,1.22417714457366,0.030758309066837575,2.3551232166018155
32,"frozenset({""'frozen foods'"", 'fruit', ""'party snack foods'"", 'vegetables'})","frozenset({""'bread and cake'""})",0.19087764807609164,0.7196281884997838,0.16796368352788585,0.8799546998867497,1.22279076049147,0.03060274741778876,2.3355500901385926
33,"frozenset({'fruit', 'cheese', 'biscuits'})","frozenset({""'bread and cake'""})",0.19584954604409857,0.7196281884997838,0.17228707306528318,0.8796909492273731,1.2224242508638714,0.03134821902706353,2.3304299194421647
34,"frozenset({""'frozen foods'"", 'fruit', ""'tissues-paper prd'"", 'vegetables'})","frozenset({""'bread and cake'""})",0.19152615650670127,0.7196281884997838,0.1683960224816256,0.8792325056433409,1.2217871946849188,0.03056840142438208,2.3215834111139397
35,"frozenset({""'baking needs'"", 'margarine', 'vegetables', 'biscuits'})","frozenset({""'bread and cake'""})",0.17898832684824903,0.7196281884997838,0.15737137916126243,0.8792270531400966,1.2217796178510325,0.02856633374884976,2.3214785992217903
36,"frozenset({'fruit', 'milk-cream', 'vegetables', 'biscuits'})","frozenset({""'bread and cake'""})",0.21941201902291396,0.7196281884997838,0.19282317336792046,0.8788177339901478,1.221210825304423,0.03492809958338078,2.313637306282273
37,"frozenset({'beef', 'vegetables', 'biscuits'})","frozenset({""'bread and cake'""})",0.17639429312581065,0.7196281884997838,0.1549935149156939,0.8786764705882353,1.2210145247645467,0.028055209291866917,2.3109434160017814
38,"frozenset({""'frozen foods'"", 'fruit', 'margarine', 'vegetables'})","frozenset({""'bread and cake'""})",0.18525724167747515,0.7196281884997838,0.16277561608300908,0.8786464410735122,1.220972795556043,0.029459282848181,2.310371562073896
39,"frozenset({""'pet foods'"", 'vegetables', 'biscuits'})","frozenset({""'bread and cake'""})",0.188715953307393,0.7196281884997838,0.1658019887591872,0.8785796105383734,1.2208799274107887,0.029996669139578186,2.309099919242346
40,"frozenset({""'frozen foods'"", 'fruit', ""'tissues-paper prd'"", ""'baking needs'""})","frozenset({""'bread and cake'""})",0.17617812364894078,0.7196281884997838,0.15477734543882404,0.8785276073619631,1.2208076634594296,0.027994601464045865,2.308111377501778
41,"frozenset({'fruit', ""'baking needs'"", 'milk-cream', 'biscuits'})","frozenset({""'bread and cake'""})",0.2008214440121055,0.7196281884997838,0.17639429312581065,0.8783638320775027,1.2205800802614981,0.0318775211594684,2.3050036538380603
42,"frozenset({""'frozen foods'"", ""'baking needs'"", 'milk-cream', 'margarine'})","frozenset({""'bread and cake'""})",0.17769130998702984,0.7196281884997838,0.15607436230004323,0.8783454987834549,1.220554604197135,0.02820268678192339,2.3046562905317756
43,"frozenset({'fruit', 'biscuits', 'vegetables', 'sauces-gravy-pkle'})","frozenset({""'bread and cake'""})",0.17769130998702984,0.7196281884997838,0.15607436230004323,0.8783454987834549,1.220554604197135,0.02820268678192339,2.3046562905317756
44,"frozenset({""'baking needs'"", ""'tissues-paper prd'"", 'vegetables', 'biscuits'})","frozenset({""'bread and cake'""})",0.17358408992650237,0.7196281884997838,0.15239948119325553,0.8779576587795767,1.2200156592112712,0.02748347700706305,2.297332292190548
45,"frozenset({'fruit', ""'party snack foods'"", 'milk-cream', 'biscuits'})","frozenset({""'bread and cake'""})",0.17682663207955038,0.7196281884997838,0.15520968439256377,0.8777506112469438,1.21972794461651,0.027960255470639184,2.293441418071768
46,"frozenset({'fruit', 'milk-cream', 'margarine', 'vegetables'})","frozenset({""'bread and cake'""})",0.19066147859922178,0.7196281884997838,0.16731517509727625,0.8775510204081632,1.2194505918919085,0.03010980063622798,2.289703127251765
47,"frozenset({'vegetables', 'margarine', 'biscuits'})","frozenset({""'bread and cake'""})",0.22762645914396887,0.7196281884997838,0.19974059662775617,0.8774928774928775,1.2193697961195709,0.03593418017936181,2.288616414804091
48,"frozenset({'fruit', ""'baking needs'"", 'vegetables', 'biscuits'})","frozenset({""'bread and cake'""})",0.2204928664072633,0.7196281884997838,0.19347168179853005,0.877450980392157,1.219311575636563,0.034798799768746336,2.2878339818417657
49,"frozenset({'fruit', 'cheese', 'margarine'})","frozenset({""'bread and cake'""})",0.1779074794638997,0.7196281884997838,0.15607436230004323,0.8772782503037667,1.219071548784988,0.028047125132874606,2.2846138699473064
50,"frozenset({""'frozen foods'"", 'fruit', 'biscuits', 'sauces-gravy-pkle'})","frozenset({""'bread and cake'""})",0.17207090358841332,0.7196281884997838,0.15088629485516644,0.8768844221105527,1.2185242825723692,0.027059222212315617,2.277305734226245
51,"frozenset({""'frozen foods'"", ""'party snack foods'"", 'vegetables', 'biscuits'})","frozenset({""'bread and cake'""})",0.18417639429312582,0.7196281884997838,0.1614785992217899,0.8767605633802816,1.2183521676771352,0.02894007423220582,2.2750169847446102
52,"frozenset({'fruit', ""'baking needs'"", ""'tissues-paper prd'"", 'biscuits'})","frozenset({""'bread and cake'""})",0.1733679204496325,0.7196281884997838,0.15196714223951577,0.8765586034912718,1.2180715229049635,0.027206699702372106,2.271294877001751
53,"frozenset({'vegetables', ""'canned vegetables'"", 'biscuits'})","frozenset({""'bread and cake'""})",0.17617812364894078,0.7196281884997838,0.1543450064850843,0.8760736196319018,1.2173975861871966,0.027562262510306135,2.262406201709664
54,"frozenset({""'frozen foods'"", 'juice-sat-cord-ms', 'vegetables', 'biscuits'})","frozenset({""'bread and cake'""})",0.18115002161694768,0.7196281884997838,0.15866839602248162,0.8758949880668258,1.2171493586053277,0.028307734119580874,2.259149788819049
55,"frozenset({""'baking needs'"", 'milk-cream', 'vegetables', 'biscuits'})","frozenset({""'bread and cake'""})",0.19649805447470817,0.7196281884997838,0.17207090358841332,0.8756875687568757,1.2168611273863945,0.030665364603047224,2.255380324368996
56,"frozenset({""'frozen foods'"", ""'party snack foods'"", 'milk-cream', 'biscuits'})","frozenset({""'bread and cake'""})",0.17552961521833116,0.7196281884997838,0.15369649805447472,0.8756157635467982,1.2167613464005673,0.02738043902684298,2.254078326120552
57,"frozenset({'fruit', ""'pet foods'"", 'biscuits'})","frozenset({""'bread and cake'""})",0.18893212278426286,0.7196281884997838,0.16536964980544747,0.8752860411899314,1.216303162074083,0.029408768536789642,2.2481189289099905
58,"frozenset({'fruit', ""'baking needs'"", ""'tissues-paper prd'"", 'vegetables'})","frozenset({""'bread and cake'""})",0.19541720709035884,0.7196281884997838,0.170990056204064,0.875,1.2159056773805947,0.030362325463941936,2.2429744920017294
59,"frozenset({""'frozen foods'"", ""'baking needs'"", 'vegetables', 'biscuits'})","frozenset({""'bread and cake'""})",0.20925205361003027,0.7196281884997838,0.18309554690877647,0.8749999999999999,1.2159056773805945,0.03251187062953073,2.2429744920017276
60,"frozenset({""'frozen foods'"", 'fruit', ""'baking needs'"", 'vegetables'})","frozenset({""'bread and cake'""})",0.22460008646779075,0.7196281884997838,0.19649805447470817,0.8748796920115495,1.2157384966192333,0.03486950111299708,2.2408177857594183
61,"frozenset({""'frozen foods'"", 'fruit', ""'tissues-paper prd'"", 'milk-cream'})","frozenset({""'bread and cake'""})",0.17444876783398183,0.7196281884997838,0.1526156506701254,0.8748451053283768,1.2156904347398831,0.02707739988773769,2.2401985334720256
62,"frozenset({'fruit', 'milk-cream', 'juice-sat-cord-ms', 'biscuits'})","frozenset({""'bread and cake'""})",0.1727194120190229,0.7196281884997838,0.1511024643320363,0.8748435544430537,1.2156882796195754,0.026808706742039057,2.240170773886726
63,"frozenset({'fruit', ""'baking needs'"", ""'party snack foods'"", 'vegetables'})","frozenset({""'bread and cake'""})",0.18460873324686555,0.7196281884997838,0.1614785992217899,0.8747072599531616,1.2154988839120833,0.02862895093410822,2.237733897394248
64,"frozenset({'fruit', ""'baking needs'"", 'juice-sat-cord-ms', 'biscuits'})","frozenset({""'bread and cake'""})",0.17423259835711197,0.7196281884997838,0.15239948119325553,0.8746898263027296,1.215474657998326,0.02701679205991664,2.237422574942321
65,"frozenset({""'breakfast food'"", 'vegetables', 'biscuits'})","frozenset({""'bread and cake'""})",0.18914829226113272,0.7196281884997838,0.16536964980544747,0.8742857142857143,1.214913101317427,0.029253206887740857,2.2302303187517203
66,"frozenset({""'frozen foods'"", 'biscuits', 'vegetables', 'sauces-gravy-pkle'})","frozenset({""'bread and cake'""})",0.17509727626459143,0.7196281884997838,0.15304798962386512,0.8740740740740742,1.2146190047061183,0.02704305389433101,2.2264820325017194
67,"frozenset({'fruit', 'margarine', 'biscuits'})","frozenset({""'bread and cake'""})",0.23173367920449633,0.7196281884997838,0.20255079982706442,0.8740671641791045,1.2146094026712337,0.03578871204674269,2.2263598661350494
68,"frozenset({'fruit', ""'frozen foods'"", 'biscuits'})","frozenset({""'bread and cake'""})",0.2827496757457847,0.7196281884997838,0.24686554258538695,0.8730886850152906,1.2132497016763997,0.043390905629546644,2.2091947556764033
69,"frozenset({'fruit', ""'baking needs'"", ""'tissues-paper prd'"", 'milk-cream'})","frozenset({""'bread and cake'""})",0.1785559878945093,0.7196281884997838,0.15585819282317337,0.8728813559322034,1.2129615958373003,0.0273642707088583,2.205591583801701
70,"frozenset({'fruit', ""'frozen foods'"", ""'canned vegetables'""})","frozenset({""'bread and cake'""})",0.17509727626459143,0.7196281884997838,0.15283182014699526,0.8728395061728397,1.2129034411401491,0.026826884417461144,2.2048657020890814
71,"frozenset({'milk-cream', ""'pet foods'"", 'biscuits'})","frozenset({""'bread and cake'""})",0.18179853004755728,0.7196281884997838,0.15866839602248162,0.8727705112960761,1.2128075654117296,0.027841049172434462,2.2036700324456238
72,"frozenset({'milk-cream', ""'tissues-paper prd'"", 'biscuits'})","frozenset({""'bread and cake'""})",0.2155209684392564,0.7196281884997838,0.1880674448767834,0.872617853560682,1.2125954312321163,0.03297248077512224,2.201029102879649
73,"frozenset({""'frozen foods'"", 'beef', 'biscuits'})","frozenset({""'bread and cake'""})",0.17812364894076957,0.7196281884997838,0.15542585386943364,0.8725728155339806,1.2125328460979856,0.027243055053216197,2.2002511683445536
74,"frozenset({'fruit', 'beef', 'milk-cream'})","frozenset({""'bread and cake'""})",0.18136619109381755,0.7196281884997838,0.1582360570687419,0.8724672228843862,1.2123861138669783,0.02771983351679233,2.1984294378381435
75,"frozenset({'milk-cream', 'margarine', 'biscuits'})","frozenset({""'bread and cake'""})",0.2237354085603113,0.7196281884997838,0.19520103761348898,0.872463768115942,1.212381313098332,0.03419473084797314,2.1983698856266938
76,"frozenset({""'frozen foods'"", 'fruit', 'milk-cream', 'vegetables'})","frozenset({""'bread and cake'""})",0.22849113705144833,0.7196281884997838,0.19930825767401644,0.8722800378429518,1.212126000318863,0.03487959462942686,2.195207442635027
77,"frozenset({'milk-cream', 'cheese', 'biscuits'})","frozenset({""'bread and cake'""})",0.1861219195849546,0.7196281884997838,0.16234327712926935,0.8722415795586528,1.212072558437467,0.028404697298246018,2.194546633651693
78,"frozenset({""'frozen foods'"", 'fruit', 'vegetables', 'sauces-gravy-pkle'})","frozenset({""'bread and cake'""})",0.18763510592304367,0.7196281884997838,0.16364029399048854,0.8721198156682027,1.2119033545452407,0.028612782616123572,2.1924570484881762
79,"frozenset({""'frozen foods'"", 'fruit', 'juice-sat-cord-ms', ""'baking needs'""})","frozenset({""'bread and cake'""})",0.1772589710332901,0.7196281884997838,0.15456117596195418,0.8719512195121951,1.2116690722329273,0.02700062374193196,2.1895703374302595
80,"frozenset({'fruit', 'milk-cream', ""'pet foods'""})","frozenset({""'bread and cake'""})",0.20428015564202334,0.7196281884997838,0.1779074794638997,0.870899470899471,1.2102075555364833,0.03090172111277656,2.171732474325446
81,"frozenset({'milk-cream', ""'baking needs'"", ""'tissues-paper prd'"", 'vegetables'})","frozenset({""'bread and cake'""})",0.1805015131863381,0.7196281884997838,0.15715520968439256,0.8706586826347306,1.209872954601461,0.02726123272863823,2.1676894685433385
82,"frozenset({""'party snack foods'"", ""'baking needs'"", 'vegetables', 'biscuits'})","frozenset({""'bread and cake'""})",0.17596195417207092,0.7196281884997838,0.15304798962386512,0.8697788697788698,1.2086503609483483,0.026420807298135757,2.15304391095449
83,"frozenset({'milk-cream', 'vegetables', 'biscuits'})","frozenset({""'bread and cake'""})",0.26718547341115434,0.7196281884997838,0.23238218763510593,0.8697411003236246,1.208597876268275,0.04010798941077978,2.152419621206629
84,"frozenset({'fruit', ""'pet foods'"", ""'frozen foods'""})","frozenset({""'bread and cake'""})",0.19649805447470817,0.7196281884997838,0.17077388672719412,0.8690869086908691,1.2076888073307182,0.029368347741828033,2.141663669358795
85,"frozenset({'fruit', ""'baking needs'"", 'margarine'})","frozenset({""'bread and cake'""})",0.2438391699092088,0.7196281884997838,0.21184608733246865,0.8687943262411347,1.207282232860165,0.03637254720541372,2.136887860623269
86,"frozenset({""'frozen foods'"", ""'baking needs'"", ""'tissues-paper prd'"", 'vegetables'})","frozenset({""'bread and cake'""})",0.1828793774319066,0.7196281884997838,0.15888456549935148,0.8687943262411347,1.207282232860165,0.02727941040406029,2.136887860623269
87,"frozenset({""'frozen foods'"", 'vegetables', 'biscuits'})","frozenset({""'bread and cake'""})",0.27864245568525725,0.7196281884997838,0.24189364461738003,0.8681148176881303,1.2063379833659629,0.04137467899346706,2.1258780295516377
88,"frozenset({'vegetables', ""'pet foods'"", 'margarine'})","frozenset({""'bread and cake'""})",0.17358408992650237,0.7196281884997838,0.15067012537829658,0.8679950186799502,1.206171509886888,0.0257541211921041,2.123948722968619
89,"frozenset({""'frozen foods'"", ""'baking needs'"", 'milk-cream', 'vegetables'})","frozenset({""'bread and cake'""})",0.2077388672719412,0.7196281884997838,0.18028534370946822,0.8678459937565036,1.2059644238863279,0.03079059897356415,2.121553628753604
90,"frozenset({'fruit', 'milk-cream', 'margarine'})","frozenset({""'bread and cake'""})",0.23713791612624296,0.7196281884997838,0.2057933419801124,0.8678213309024613,1.2059301522243273,0.03514221297357051,2.121157773901636
91,"frozenset({""'frozen foods'"", 'milk-cream', 'biscuits'})","frozenset({""'bread and cake'""})",0.2712926934716818,0.7196281884997838,0.23540856031128404,0.8677290836653387,1.2058019648650817,0.040178690755030555,2.1196784544142866
92,"frozenset({'fruit', ""'baking needs'"", ""'canned vegetables'""})","frozenset({""'bread and cake'""})",0.17639429312581065,0.7196281884997838,0.15304798962386512,0.8676470588235294,1.2056879826126907,0.02610968400003813,2.118364798001634
93,"frozenset({'fruit', 'beef', ""'baking needs'""})","frozenset({""'bread and cake'""})",0.17942066580198876,0.7196281884997838,0.1556420233463035,0.8674698795180723,1.205441773100211,0.02652585463579321,2.1155327595016313
94,"frozenset({'fruit', 'beef', ""'baking needs'""})",frozenset({'vegetables'}),0.17942066580198876,0.6398616515348032,0.1556420233463035,0.8674698795180723,1.3557147508954739,0.04083761980676899,2.7174075384192125
95,"frozenset({'fruit', ""'baking needs'"", ""'pet foods'""})","frozenset({""'bread and cake'""})",0.19390402075226978,0.7196281884997838,0.16817985300475574,0.867335562987737,1.205255125978153,0.028641053807975353,2.1133908816444875
96,"frozenset({""'tissues-paper prd'"", 'vegetables', 'biscuits'})","frozenset({""'bread and cake'""})",0.22481625594466062,0.7196281884997838,0.1949848681366191,0.8673076923076923,1.2052163967003258,0.03320075312585924,2.112946985219021
97,"frozenset({'beef', 'milk-cream', ""'baking needs'""})","frozenset({""'bread and cake'""})",0.17747514051015997,0.7196281884997838,0.15391266753134458,0.8672350791717418,1.2051154930154633,0.026196553662273553,2.111791350841078
98,"frozenset({'fruit', ""'tissues-paper prd'"", ""'pet foods'""})","frozenset({""'bread and cake'""})",0.1740164288802421,0.7196281884997838,0.15088629485516644,0.867080745341615,1.2049010297237341,0.02565916737087634,2.1093393295109726
99,"frozenset({'fruit', ""'breakfast food'"", 'biscuits'})","frozenset({""'bread and cake'""})",0.1949848681366191,0.7196281884997838,0.1690445309122352,0.8669623059866963,1.204736445627653,0.028727923470210776,2.1074614497766264
100,"frozenset({'cheese', 'vegetables', 'biscuits'})","frozenset({""'bread and cake'""})",0.1962818849978383,0.7196281884997838,0.17012537829658453,0.8667400881057269,1.2044276502184117,0.02887540096026725,2.103947147456168
101,"frozenset({""'frozen foods'"", ""'baking needs'"", ""'tissues-paper prd'"", 'biscuits'})","frozenset({""'bread and cake'""})",0.1815823605706874,0.7196281884997838,0.15737137916126243,0.8666666666666667,1.2043256233103035,0.026699593960264056,2.102788586251622
102,"frozenset({'fruit', 'juice-sat-cord-ms', 'cheese'})","frozenset({""'bread and cake'""})",0.17833981841763943,0.7196281884997838,0.15456117596195418,0.8666666666666667,1.2043256233103035,0.026222815496687923,2.102788586251622
103,"frozenset({'fruit', ""'party snack foods'"", 'margarine'})","frozenset({""'bread and cake'""})",0.1874189364461738,0.7196281884997838,0.16234327712926935,0.8662053056516724,1.2036845130503564,0.027471327403953194,2.0955375911266154
104,"frozenset({'fruit', 'milk-cream', ""'canned vegetables'""})","frozenset({""'bread and cake'""})",0.17444876783398183,0.7196281884997838,0.1511024643320363,0.8661710037174721,1.2036368468600258,0.025564213549648607,2.0950004803766156
105,"frozenset({'fruit', 'vegetables', 'biscuits'})","frozenset({""'bread and cake'""})",0.30328577604842194,0.7196281884997838,0.26264591439688717,0.86600142551675,1.2034011998920051,0.04439292078141016,2.092349210291509
106,"frozenset({'milk-cream', ""'canned fruit'""})","frozenset({""'bread and cake'""})",0.19152615650670127,0.7196281884997838,0.1658019887591872,0.86568848758465,1.2029663393110817,0.02797436770194367,2.0874741595730364
107,"frozenset({""'baking needs'"", 'milk-cream', ""'pet foods'""})","frozenset({""'bread and cake'""})",0.19606571552096844,0.7196281884997838,0.1696930393428448,0.8654906284454246,1.202691392967418,0.028598623655576333,2.0844035494319364
108,"frozenset({'fruit', 'milk-cream', 'cheese'})","frozenset({""'bread and cake'""})",0.2044963251188932,0.7196281884997838,0.17682663207955038,0.864693446088795,1.2015836231921795,0.02966531207937842,2.0721229193687853
109,"frozenset({'fruit', ""'baking needs'"", 'vegetables', 'sauces-gravy-pkle'})","frozenset({""'bread and cake'""})",0.1867704280155642,0.7196281884997838,0.1614785992217899,0.8645833333333334,1.2014306097927305,0.027073334443620145,2.0704379926169816
110,"frozenset({""'frozen foods'"", ""'pet foods'"", 'biscuits'})","frozenset({""'bread and cake'""})",0.19303934284479032,0.7196281884997838,0.16688283614353652,0.8645016797312429,1.2013171434174617,0.02796628354295136,2.069190311319776
111,"frozenset({'fruit', ""'party snack foods'"", 'milk-cream', 'vegetables'})","frozenset({""'bread and cake'""})",0.18655425853869434,0.7196281884997838,0.16126242974492003,0.8644264194669757,1.2012125612659146,0.027012726615799093,2.0680416523477496
112,"frozenset({""'baking needs'"", 'milk-cream', 'margarine'})","frozenset({""'bread and cake'""})",0.24686554258538695,0.7196281884997838,0.2133592736705577,0.8642732049036776,1.2009996533146328,0.035707870456819446,2.06570715311772
113,"frozenset({'fruit', ""'tissues-paper prd'"", 'cheese'})","frozenset({""'bread and cake'""})",0.17509727626459143,0.7196281884997838,0.15131863380890617,0.8641975308641975,1.2008944961783652,0.02531369807937206,2.064556066501591
114,"frozenset({""'frozen foods'"", ""'baking needs'"", 'margarine', 'vegetables'})","frozenset({""'bread and cake'""})",0.18568958063121488,0.7196281884997838,0.16039775183744057,0.8637951105937136,1.200335290359423,0.026770295304514857,2.0584562912708178
115,"frozenset({'fruit', 'milk-cream', 'biscuits'})","frozenset({""'bread and cake'""})",0.2808041504539559,0.7196281884997838,0.24254215304798962,0.8637413394919169,1.200260569687476,0.040467570933588576,2.057643972535485
116,"frozenset({'milk-cream', ""'pet foods'"", 'vegetables'})","frozenset({""'bread and cake'""})",0.20622568093385213,0.7196281884997838,0.17812364894076957,0.8637316561844864,1.2002471137006412,0.02971783574820716,2.057497755163126
117,"frozenset({""'baking needs'"", ""'pet foods'"", 'margarine'})","frozenset({""'bread and cake'""})",0.17596195417207092,0.7196281884997838,0.15196714223951577,0.8636363636363635,1.20011469455747,0.025339959913786403,2.0560599510015836
118,"frozenset({""'frozen foods'"", 'milk-cream', 'juice-sat-cord-ms', 'vegetables'})","frozenset({""'bread and cake'""})",0.17574578469520102,0.7196281884997838,0.1517509727626459,0.8634686346863468,1.1998816173202285,0.02527935208596535,2.053534078825907
